,wpm,acc,rawWpm,consistency,charStats,testDuration,language
615,114.4,99.31,114.4,85.05,"143,0,0,0",15.0,english
616,93.6,86.99,116.8,81.44,"117,11,3,0",15.0,english
617,83.2,86.43,110.4,77.3,"104,12,0,2",15.0,english
618,115.2,95.51,124.8,82.52,"144,5,0,1",15.0,english
619,89.6,90.15,100.8,62.85,"112,5,0,2",15.0,english
620,92.0,93.75,99.2,68.31,"115,2,1,0",15.0,english
621,97.6,93.94,105.6,71.19,"122,5,1,1",15.0,english
622,112.8,96.79,124.8,79.89,"141,2,1,0",15.0,english
623,93.6,92.65,108.0,78.14,"117,5,1,0",15.0,english
624,112.8,100.0,112.8,80.66,"141,0,0,0",15.0,english
625,110.4,95.33,117.6,74.7,"138,2,0,1",15.0,english
626,123.2,98.11,127.2,79.39,"154,2,0,0",15.0,english
627,110.4,96.1,123.2,77.1,"138,4,0,0",15.0,english
628,104.0,98.5,104.0,71.21,"130,0,0,0",15.0,english
629,108.8,99.27,108.8,79.28,"136,0,0,0",15.0,english
630,92.0,92.09,109.6,75.25,"115,6,0,0",15.0,english
631,95.2,91.49,112.0,81.05,"119,7,1,1",15.0,english
632,97.6,90.41,115.2,72.31,"122,8,1,0",15.0,english
633,98.33,89.58,111.93,71.34,"123,7,2,1",15.01,english
634,96.8,89.47,121.6,70.98,"121,9,2,0",15.0,english
635,108.8,92.45,127.2,79.39,"136,6,3,0",15.0,english
636,92.0,91.47,100.8,76.44,"115,5,1,0",15.0,english
637,96.8,96.8,96.8,61.65,"121,0,0,0",15.0,english
638,92.8,90.98,104.8,72.42,"116,6,1,0",15.0,english
639,88.8,91.41,100.0,70.4,"111,5,1,0",15.0,english
640,106.33,95.07,110.33,76.26,"133,2,0,0",15.01,english
641,124.0,98.73,124.0,81.37,"155,0,0,0",15.0,english
642,112.0,94.59,114.4,79.44,"140,2,0,1",15.0,english
643,102.4,94.2,107.2,75.15,"128,2,1,0",15.0,english
644,112.8,98.6,112.8,79.07,"141,0,0,0",15.0,english
645,92.8,93.08,100.8,69.14,"116,4,0,1",15.0,english
646,114.4,98.62,114.4,81.62,"143,0,0,0",15.0,english
647,100.8,90.2,120.8,73.65,"126,7,2,0",15.0,english
648,109.6,95.97,116.0,70.03,"137,2,0,0",15.0,english
649,112.8,100.0,112.8,86.66,"141,0,0,0",15.0,english
650,110.4,100.0,110.4,74.53,"138,0,0,0",15.0,english
651,92.8,95.42,104.8,75.1,"116,4,0,0",15.0,english
652,100.0,94.24,109.6,77.9,"125,4,0,0",15.0,english
653,105.6,97.06,105.6,61.92,"132,0,0,0",15.0,english
654,96.0,85.62,112.8,66.56,"120,11,2,0",15.0,english
655,104.0,94.96,108.0,70.92,"130,2,0,0",15.0,english
656,111.2,96.6,115.2,74.68,"139,2,0,0",15.0,english
657,106.33,95.68,107.13,79.73,"133,1,0,0",15.01,english
658,104.0,98.48,104.0,70.02,"130,0,0,0",15.0,english
659,100.8,95.45,100.8,64.75,"126,0,0,0",15.0,english
660,110.4,94.56,110.4,78.86,"138,0,0,0",15.0,english
661,128.0,100.0,128.0,88.82,"160,0,0,0",15.0,english
662,117.6,100.0,117.6,84.55,"147,0,0,0",15.0,english
663,108.0,97.2,112.8,72.68,"135,2,0,0",15.0,english
664,106.4,94.48,115.2,81.24,"133,3,2,0",15.0,english
665,104.73,97.79,108.73,78.14,"131,2,0,0",15.01,english
666,102.4,91.95,115.2,72.62,"128,4,2,1",15.0,english
667,103.2,92.25,108.0,71.43,"129,2,1,0",15.0,english
668,100.8,94.41,113.6,74.06,"126,3,2,0",15.0,english
669,98.4,88.08,119.2,82.43,"123,12,1,2",15.0,english
670,92.0,93.7,97.6,72.77,"115,2,0,0",15.0,english
671,92.0,95.83,92.0,66.16,"115,0,0,0",15.0,english
